Retrieving logs for app dbbootapp in org e19f9a72trial / space dev as rohit.whhjy23@sinhgad.edu...

   2026-06-22T22:41:46.56+0530 [CELL/0] OUT Cell 684caff8-89cd-492b-be01-b3d0835f1763 creating container for instance f152b7d2-5bff-4707-7466-385d
   2026-06-22T22:41:47.48+0530 [CELL/0] OUT Security group rules were updated
   2026-06-22T22:41:47.58+0530 [CELL/0] OUT Cell 684caff8-89cd-492b-be01-b3d0835f1763 successfully created container for instance f152b7d2-5bff-4707-7466-385d
   2026-06-22T22:41:48.66+0530 [CELL/0] OUT Downloading droplet...
   2026-06-22T22:41:49.78+0530 [CELL/0] OUT Downloaded droplet
   2026-06-22T22:41:49.78+0530 [CELL/0] OUT Starting health monitoring of container
   2026-06-22T22:41:49.94+0530 [APP/PROC/WEB/0] OUT Invoking pre-start scripts.
   2026-06-22T22:41:57.89+0530 [APP/PROC/WEB/0] OUT Invoking start command.
   2026-06-22T22:42:01.96+0530 [APP/PROC/WEB/0] OUT Listening for transport dt_socket at address: 8000
   2026-06-22T22:42:02.31+0530 [APP/PROC/WEB/0] OUT Connection created: com.sap.xs.logging.handler.RuntimeConnection@706a04ae
   2026-06-22T22:42:02.31+0530 [APP/PROC/WEB/0] OUT Consumer added: com.sap.xs.logging.agent.LoggingLevelChangeHandler$1@4d1b0d2a
   2026-06-22T22:42:02.41+0530 [APP/PROC/WEB/0] OUT [Agent] Tomcat is initialized
   2026-06-22T22:42:02.41+0530 [APP/PROC/WEB/0] OUT [Agent] Classloader: java.net.URLClassLoader@4b53f538
   2026-06-22T22:42:02.99+0530 [APP/PROC/WEB/0] OUT [Agent] Detected ch/qos/logback/classic/Logger class loading
   2026-06-22T22:42:02.99+0530 [APP/PROC/WEB/0] OUT [Agent] Classloader: jdk.internal.loader.ClassLoaders$AppClassLoader@5a07e868
   2026-06-22T22:42:04.99+0530 [APP/PROC/WEB/0] OUT {"msg":"Server initialization in [2359] milliseconds","level":"INFO","written_ts":"1782148324994906609","logger":"org.apache.catalina.startup.Catalina","written_at":"2026-06-22T17:12:04.977Z","thread":"main","type":"log"}
   2026-06-22T22:42:05.02+0530 [APP/PROC/WEB/0] OUT Register logging level consumer
   2026-06-22T22:42:05.07+0530 [APP/PROC/WEB/0] OUT {"msg":"Starting service [Catalina]","level":"INFO","written_ts":"1782148325078967045","logger":"org.apache.catalina.core.StandardService","written_at":"2026-06-22T17:12:05.078Z","thread":"main","type":"log"}
   2026-06-22T22:42:05.07+0530 [APP/PROC/WEB/0] OUT {"msg":"Starting Servlet engine: []","level":"INFO","written_ts":"1782148325079524697","logger":"org.apache.catalina.core.StandardEngine","written_at":"2026-06-22T17:12:05.079Z","thread":"main","type":"log"}
   2026-06-22T22:42:11.26+0530 [APP/PROC/WEB/0] OUT [Agent] Detected ch/qos/logback/classic/Logger class loading
   2026-06-22T22:42:11.27+0530 [APP/PROC/WEB/0] OUT [Agent] Classloader: ParallelWebappClassLoader
   2026-06-22T22:42:11.27+0530 [APP/PROC/WEB/0] OUT context: ROOT
   2026-06-22T22:42:11.27+0530 [APP/PROC/WEB/0] OUT delegate: false
   2026-06-22T22:42:11.27+0530 [APP/PROC/WEB/0] OUT ----------> Parent Classloader:
   2026-06-22T22:42:11.27+0530 [APP/PROC/WEB/0] OUT java.net.URLClassLoader@4b53f538
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,311 |-INFO in ch.qos.logback.classic.LoggerContext[default] - This is logback-classic version ?
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,628 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[ROOT] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,629 |-INFO in ch.qos.logback.classic.model.processor.LoggerContextListenerModelHandler - Starting LoggerContextListener
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,657 |-INFO in ch.qos.logback.core.model.processor.AppenderModelHandler - Processing appender named [CONSOLE]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,657 |-INFO in ch.qos.logback.core.model.processor.AppenderModelHandler - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,692 |-ERROR in ch.qos.logback.core.joran.util.PropertySetter@18acf886 - A "com.sap.hcp.cf.logback.encoder.JsonEncoder" object is not assignable to a "ch.qos.logback.core.encoder.Encoder" variable.
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,692 |-ERROR in ch.qos.logback.core.joran.util.PropertySetter@18acf886 - The class "ch.qos.logback.core.encoder.Encoder" was loaded by
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,692 |-ERROR in ch.qos.logback.core.joran.util.PropertySetter@18acf886 - [ParallelWebappClassLoader
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT context: ROOT
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT delegate: false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT ----------> Parent Classloader:
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT java.net.URLClassLoader@4b53f538
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT ] whereas object of type
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,692 |-ERROR in ch.qos.logback.core.joran.util.PropertySetter@18acf886 - "com.sap.hcp.cf.logback.encoder.JsonEncoder" was loaded by [jdk.internal.loader.ClassLoaders$AppClassLoader@5a07e868].
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,693 |-ERROR in ch.qos.logback.core.ConsoleAppender[CONSOLE] - No encoder set for the appender named "CONSOLE".
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,693 |-WARN in ch.qos.logback.core.ConsoleAppender[CONSOLE] - Encoder has not been set. Cannot invoke its init method.
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,694 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Audit/Configuration] to ALL
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,694 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating ALL level on Logger[/Audit/Configuration] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,694 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Audit/Configuration] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,694 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Audit/Configuration]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,695 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Audit/DataAccess] to ALL
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,695 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating ALL level on Logger[/Audit/DataAccess] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Audit/DataAccess] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Audit/DataAccess]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Audit/SecurityEvent] to ALL
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating ALL level on Logger[/Audit/SecurityEvent] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Audit/SecurityEvent] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Audit/SecurityEvent]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [org.apache.coyote.http11.Http11Processor] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[org.apache.coyote.http11.Http11Processor] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [org.apache.coyote.http11.Http11Processor] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[org.apache.coyote.http11.Http11Processor]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [org.apache.catalina] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[org.apache.catalina] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [org.apache.catalina] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[org.apache.catalina]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost]] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost]] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost]] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost]]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager]] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager]] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager]] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/manager]]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/host-manager]] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/host-manager]] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,702 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/host-manager]] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[org.apache.catalina.core.ContainerBase.[Catalina].[localhost].[/host-manager]]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [com.sap.xs.logging.catalina.LoggingLevelChangeListener] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[com.sap.xs.logging.catalina.LoggingLevelChangeListener] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [com.sap.xs.logging.catalina.LoggingLevelChangeListener] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[com.sap.xs.logging.catalina.LoggingLevelChangeListener]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Performance] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Performance] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Performance] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Performance]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications/Common] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications/Common]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common/Security] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common/Security] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications/Common/Security] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications/Common/Security]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common/Backup] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common/Backup] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications/Common/Backup] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications/Common/Backup]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common/Archiving] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common/Archiving] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications/Common/Archiving] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications/Common/Archiving]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common/Resources] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common/Resources] onto the JUL framework
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting additivity of logger [/Applications/Common/Resources] to false
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.core.model.processor.AppenderRefModelHandler - Attaching appender named [CONSOLE] to Logger[/Applications/Common/Resources]
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.model.processor.LoggerModelHandler - Setting level of logger [/Applications/Common/Configuration] to INFO
   2026-06-22T22:42:11.74+0530 [APP/PROC/WEB/0] OUT 17:12:11,703 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2479a21f - Propagating INFO level on Logger[/Applications/Common/Configuration] onto the JUL framework
